Stock name,Symbol,Link
Petronet Lng Limited,PETRONET,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:PETRONET"""
Power Finance Corporation Limited,PFC,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:PFC"""
Pfizer Limited,PFIZER,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:PFIZER"""
Prime Focus Limited,PFOCUS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:PFOCUS"""
Ptc India Financial Services Limited,PFS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:PFS"""
Pg Electroplast Limited,PGEL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:PGEL"""
Procter & Gamble Hygiene And Health Care Limited,PGHH,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:PGHH"""
Procter & Gamble Health Ltd,PGHL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:PGHL"""
Pearl Global Industries Limited,PGIL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:PGIL"""
Nippon India NIFTY Pharma ETF Growth Plan,PHARMABEES,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:PHARMABEES"""
The Phoenix Mills Limited,PHOENIXLTD,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:PHOENIXLTD"""
Pidilite Industries Limited,PIDILITIND,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:PIDILITIND"""
Power & Instrumentation (Gujarat) Ltd,PIGL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:PIGL"""
Pi Industries Limited,PIIND,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:PIIND"""
Pilani Investment And Industries Corporation Limited,PILANIINVS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:PILANIINVS"""
Pil Italica Lifestyle Limited,PILITA,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:PILITA"""
Pioneer Embroideries Limited,PIONEEREMB,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:PIONEEREMB"""
Pitti Engineering Ltd,PITTIENG,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:PITTIENG"""
